0.000000000000000000e+00,0.000000000000000000e+00
6.040471156750226100e+02,0.000000000000000000e+00
9.060706735125338582e+02,5.231201472572869307e+02
3.020235578375112482e+02,5.231201472572869307e+02
-3.020235578375113619e+02,5.231201472572869307e+02
-6.040471156750227237e+02,0.000000000000000000e+00
-9.060706735125340856e+02,-5.231201472572869307e+02
-3.020235578375114756e+02,-5.231201472572869307e+02
3.020235578375111345e+02,-5.231201472572869307e+02
9.060706735125337445e+02,-5.231201472572869307e+02
1.208094231350044993e+03,0.000000000000000000e+00
1.510117789187556355e+03,5.231201472572869307e+02
1.812141347025067716e+03,1.046240294514573861e+03
1.208094231350044993e+03,1.046240294514573861e+03
6.040471156750223827e+02,1.046240294514573861e+03
-2.273736754432320595e-13,1.046240294514573861e+03
